0	826
0	3687
0	1004
1	769
1	1906
1	3889
2	2332
2	4137
2	878
3	2619
3	1057
3	3388
4	3946
4	4960
4	4383
5	2096
5	1366
5	2004
6	2798
6	1107
6	1147
7	3761
7	1130
7	5124
8	4502
8	4066
8	2090
9	232
9	1245
9	590
10	4572
10	2794
10	4137
11	769
11	1906
11	3889
12	769
12	4949
12	1138
13	4502
13	4922
13	4513
14	1139
14	270
14	2201
15	3761
15	1130
15	5124
16	769
16	3790
16	1110
17	1024
17	212
17	3745
18	2371
18	5212
18	4695
19	5153
19	3203
19	3658
20	4882
20	3996
20	3838
21	2869
21	3617
21	4848
22	1130
22	5124
22	5024
23	2604
23	3768
23	1946
24	5201
24	3813
24	3371
25	2147
25	5001
25	4137
26	2096
26	1366
26	2004
27	1130
27	1875
27	1681
28	1192
28	4059
28	544
29	1719
29	5051
29	5033
30	1007
30	1136
30	3962
31	4193
31	3487
31	4059
32	2371
32	5212
32	4459
33	3381
33	3036
33	136
34	2288
34	3996
34	1761
35	239
35	24
35	1717
36	1820
36	1655
36	3619
37	1057
37	5201
37	4692
38	1342
38	4048
38	3199
39	746
39	3205
39	2992
40	4109
40	1139
40	1192
41	4750
41	3565
41	1702
42	2869
42	4267
42	4984
43	887
43	736
43	1537
44	3798
44	4305
44	869
45	1007
45	5225
45	1136
46	1866
46	1880
46	1846
47	3625
47	3545
47	4503
48	4248
48	1655
48	338
49	816
49	2955
49	4526
50	4186
50	163
50	5203
51	342
51	3150
51	2861
52	2202
52	3774
52	4947
53	2215
53	3512
53	2289
54	2332
54	3768
54	3615
55	4109
55	2576
55	5184
56	1057
56	4727
56	4669
57	1655
57	3122
57	388
58	571
58	309
58	2680
59	1130
59	3381
59	1875
60	4017
60	4879
60	1880
61	1024
61	5004
61	5062
62	3984
62	808
62	146
63	1024
63	460
63	4055
64	325
64	4669
64	1236
65	37
65	4598
65	4670
66	4803
66	4980
66	4185
67	3388
67	2239
67	5025
68	571
68	2141
68	47
69	5124
69	435
69	222
70	1130
70	5124
70	1875
71	3761
71	3833
71	3790
72	3335
72	2369
72	3874
73	4947
73	3813
73	646
74	3562
74	430
74	4824
75	1226
75	4977
75	461
76	5124
76	5024
76	4112
77	3522
77	2065
77	614
78	3813
78	1253
78	318
79	4579
79	4843
79	2710
80	64
80	2737
80	2970
81	1786
81	2594
81	1676
82	4398
82	1147
82	381
83	361
83	3199
83	207
84	4115
84	3398
84	4473
85	2869
85	2619
85	3388
86	1352
86	3127
86	3751
87	4048
87	3199
87	223
88	3205
88	923
88	2512
89	4109
89	2576
89	342
90	3355
90	2363
90	1032
91	325
91	98
91	4253
92	323
92	193
92	3336
93	3862
93	3171
93	1733
94	2096
94	3663
94	4234
95	2774
95	814
95	3685
96	3223
96	4590
96	1136
97	345
97	3335
97	2933
98	1024
98	2245
98	3091
99	1024
99	350
99	3041
100	769
100	4879
100	2405
101	51
101	1655
101	3786
102	1057
102	2604
102	4669
103	4243
103	4065
103	1692
104	3263
104	542
104	767
105	1192
105	239
105	3461
106	775
106	781
106	1892
107	2556
107	4770
107	2198
108	3710
108	1605
108	2223
109	3761
109	1311
109	345
110	2619
110	2245
110	1380
111	3761
111	1311
111	345
112	4017
112	3107
112	4522
113	59
113	1534
113	3738
114	2604
114	3692
114	4329
115	769
115	4017
115	4879
116	37
116	4265
116	1829
117	345
117	3756
117	3920
118	3598
118	3824
118	4784
119	3335
119	4947
119	3898
120	4846
120	1653
120	3080
121	797
121	37
121	3091
122	2215
122	5242
122	5057
123	2709
123	4534
123	4589
124	1192
124	3617
124	5138
125	2805
125	1451
125	380
126	4065
126	4713
126	1692
127	370
127	3194
127	2891
128	1839
128	219
128	1146
129	4792
129	1719
129	4084
130	1024
130	1920
130	4784
131	2202
131	345
131	3957
132	2096
132	3335
132	4801
133	37
133	4265
133	2275
134	717
134	1949
134	924
135	37
135	4206
135	2299
136	1057
136	1926
136	3780
137	3761
137	3108
137	3565
138	2096
138	1366
138	2004
139	3564
139	207
139	830
140	3564
140	2524
140	3089
141	3599
141	804
141	2009
142	1703
142	1646
142	100
143	3984
143	2294
143	3924
144	233
144	4604
144	3368
145	2215
145	121
145	2524
146	4115
146	309
146	3122
147	1719
147	3488
147	5054
148	5024
148	3862
148	4112
149	3194
149	3690
149	3370
150	3904
150	3473
150	227
151	4075
151	3833
151	2647
152	3263
152	3205
152	4692
153	2805
153	1532
153	3203
154	2869
154	2619
154	4222
155	239
155	1349
155	1347
156	769
156	1880
156	2545
157	4750
157	658
157	118
158	202
158	3692
158	2147
159	3335
159	4801
159	4534
160	3813
160	4112
160	75
161	28
161	809
161	168
162	1024
162	3035
162	3668
163	5004
163	1444
163	2220
164	3335
164	4253
164	4485
165	345
165	365
165	3757
166	747
166	234
166	117
167	775
167	3089
167	3550
168	1024
168	1380
168	1007
169	376
169	1040
169	2896
170	3263
170	542
170	767
171	2096
171	3205
171	3152
172	239
172	3381
172	3925
173	769
173	1906
173	3889
174	946
174	728
174	176
175	1192
175	3551
175	5118
176	4048
176	3199
176	121
177	1130
177	3091
177	2180
178	2604
178	923
178	1401
179	1171
179	1682
179	1456
180	117
180	3454
180	4469
181	4265
181	1133
181	4156
182	22
182	1786
182	3509
183	3723
183	824
183	4146
184	887
184	2239
184	2594
185	37
185	252
185	2009
186	5008
186	4034
186	2592
187	5024
187	4965
187	4253
188	3139
188	2930
188	410
189	3355
189	190
189	3779
190	202
190	616
190	1037
191	4724
191	4243
191	559
192	1060
192	2798
192	4576
193	202
193	2369
193	350
194	3199
194	1401
194	3023
195	4947
195	1788
195	4420
196	2354
196	613
196	2321
197	726
197	366
197	4116
198	37
198	4646
198	3668
199	4669
199	37
199	1279
200	1311
200	4879
200	4867
201	1311
201	4879
201	4867
202	1719
202	1655
202	2006
203	1192
203	4943
203	3543
204	1311
204	2604
204	3333
205	239
205	2371
205	3355
206	2523
206	3938
206	3047
207	3355
207	1851
207	1175
208	3761
208	3790
208	2245
209	4439
209	1005
209	2890
210	2599
210	1203
210	1123
211	1365
211	2808
211	4186
212	3684
212	4439
212	2798
213	78
213	585
213	3464
214	3263
214	542
214	767
215	121
215	4965
215	3376
216	4221
216	3194
216	3287
217	4727
217	776
217	1138
218	3205
218	3335
218	194
219	2869
219	4850
219	120
220	4910
220	3390
220	3988
221	2332
221	1138
221	2336
222	2193
222	4847
222	1532
223	800
223	4077
223	3713
224	1719
224	2324
224	5210
225	4882
225	1478
225	1380
226	1192
226	2618
226	362
227	2830
227	1845
227	5097
228	181
228	24
228	2565
229	1866
229	2036
229	1633
230	4792
230	3133
230	3178
231	4879
231	1906
231	1541
232	1846
232	767
232	2909
233	1024
233	4065
233	804
234	5033
234	4877
234	3496
235	1024
235	3565
235	2313
236	2604
236	1906
236	2092
237	1493
237	1060
237	462
238	202
238	1748
238	995
239	4739
240	5124
240	1719
240	207
241	2030
241	3673
241	222
242	3355
242	3335
242	4630
243	207
243	297
243	3683
244	37
244	3665
244	2172
245	2193
245	3971
245	526
246	4977
246	3507
246	2969
247	804
247	4679
247	257
248	769
248	1057
248	1110
249	29
249	1332
249	3111
250	4701
250	422
250	4971
251	29
251	3962
251	4101
252	3322
252	4013
252	5028
253	121
253	3152
253	3521
254	4231
254	2006
254	1417
255	2869
255	2332
255	1037
256	4724
256	777
256	151
257	4814
257	1716
257	2546
258	1342
258	3557
258	4792
259	3355
259	4773
259	4633
260	207
260	4967
260	3727
261	3422
261	974
261	3117
262	769
262	3335
262	4757
263	826
263	4407
263	3075
264	2869
264	207
264	4310
265	2869
265	4115
265	1875
266	22
266	1987
266	3476
267	2139
267	3007
267	3877
268	1820
268	3162
268	1846
269	1788
269	2009
269	4241
270	120
270	3969
270	4759
271	121
271	4757
271	721
272	3152
272	1426
272	1210
273	1342
273	3557
273	1866
274	1880
274	3692
274	3122
275	2203
275	3641
275	2770
276	3761
276	2492
276	112
277	1920
277	2059
277	2629
278	202
278	3385
278	2306
279	5120
279	5027
279	3414
280	5188
280	1181
280	4940
281	121
281	808
281	1114
282	2869
282	2604
282	1846
283	1057
283	3490
283	3157
284	3381
284	2131
284	4159
285	3739
285	3598
285	1265
286	4965
286	3599
286	2340
287	3152
287	1585
287	3708
288	502
288	4792
288	4947
289	1053
289	174
289	4778
290	900
290	48
290	1958
291	1139
291	2556
291	3261
292	4112
292	2588
292	4329
293	2582
293	1539
293	2861
294	3659
294	2545
294	2798
295	1906
295	1541
295	4732
296	4879
296	1906
296	1541
297	3381
297	207
297	3791
298	3335
298	4670
298	3006
299	769
299	4669
299	4305
300	2884
300	3670
300	1424
301	1366
301	4804
301	5051
302	4792
302	1051
302	1132
303	2239
303	4646
303	3668
304	1651
304	1441
304	1654
305	2008
305	590
305	2276
306	1024
306	4784
306	2394
307	1820
307	1655
307	4801
308	29
308	1920
308	3366
309	2055
309	2655
309	4474
310	1866
310	3998
310	4636
311	3426
311	1210
311	1254
312	1219
312	1474
312	4588
313	4850
313	2746
313	2383
314	435
314	1607
314	4131
315	2869
315	202
315	1880
316	1130
316	767
316	1517
317	2202
317	2961
317	189
318	4792
318	3582
318	1304
319	1130
319	3091
319	643
320	3108
320	3626
320	1765
321	3767
321	5108
321	2868
322	37
322	1138
322	3996
323	1948
323	1909
323	4465
324	1139
324	1948
324	2556
325	1970
325	3203
325	3937
326	4594
326	2836
326	2837
327	4115
327	3589
327	4694
328	2066
328	1558
328	2383
329	3564
329	3335
329	207
330	805
330	4669
330	2182
331	3087
331	3604
331	2663
332	3205
332	2342
332	3495
333	3398
333	26
333	4708
334	3263
334	342
334	717
335	1681
335	2693
335	4037
336	1866
336	3205
336	711
337	2604
337	3430
337	3569
338	2480
338	894
338	5022
339	1099
339	1060
339	3764
340	3381
340	2121
340	4590
341	797
341	2982
341	3397
342	1820
342	4790
342	1628
343	3263
343	1192
343	1567
344	202
344	4999
344	3033
345	1866
345	4947
345	1563
346	502
346	3757
346	1906
347	1719
347	1948
347	3739
348	1842
348	1414
348	2186
349	29
349	239
349	3599
350	4965
350	193
350	877
351	3598
351	4202
351	1676
352	3617
352	4757
352	855
353	1024
353	2139
353	3027
354	3191
354	1780
354	5015
355	1875
355	1056
355	1149
356	459
356	11
356	1569
357	121
